x,y,class
-3.068545797608748,3.431702282969489,1.0
3.381623199115241,-2.7043174679205193,1.0
4.239669039647519,2.487179982550369,1.0
2.9026737332936143,4.942340237297032,1.0
-3.810468500445384,-3.830517908139586,1.0
-4.080850870593459,-3.9690136716805835,1.0
2.34609241301309,-3.789508193459551,1.0
5.018468187865177,-2.1532622672531856,1.0
3.664254022504976,4.543614550243409,1.0
-0.26858378716091585,4.55492049261704,1.0
-4.831987921168327,2.3686195760912288,1.0
4.801237495009504,0.027249765514300923,1.0
4.146790733312736,1.9454251357724326,1.0
0.8740974880861255,5.874572985845693,1.0
-4.664191604412837,0.5564430545617304,1.0
-0.04033370414933316,4.215506411746128,1.0
3.4134832029189703,-3.3420900754840304,1.0
-2.202494709475457,4.371902688633376,1.0
4.8985394584399335,-2.510571426207146,1.0
5.82595297804627,-0.9307247858221567,1.0
-5.356844058414589,1.745698122128594,1.0
0.8394789905463209,5.801460411354932,1.0
-1.2811693787202074,4.781453294867134,1.0
0.8957726589770569,-5.364356600429345,1.0
-0.6750959397938386,4.568488307554006,1.0
-3.02768477647572,2.8223904927011088,1.0
-4.688148526926172,0.6349199835827374,1.0
-4.806008703881249,-2.453011751949143,1.0
4.54787876228617,-0.11145286565836238,1.0
0.6383612079899079,5.687096778373117,1.0
-3.377121458109889,4.443951288884756,1.0
-0.35503609163199906,4.373698686943188,1.0
-2.996518161226821,3.5710053154472248,1.0
4.554588180719671,3.3444081729011,1.0
-2.856544317728813,3.4613843724207594,1.0
3.552865097264859,-3.0203681668557283,1.0
-1.4085505220534174,4.469433524070045,1.0
-3.8842501996275836,4.036823770401455,1.0
3.828624751331792,-1.392695848149536,1.0
-0.5617113852365395,-4.109361279463138,1.0
-5.128408495626618,-0.5413648001857211,1.0
0.8151469708623341,-4.724417319141321,1.0
3.765805135632477,3.6806320252546807,1.0
-4.420565998940273,1.0029870959767628,1.0
4.285875540501068,3.9362363089298578,1.0
0.5673656916003639,5.492658426428192,1.0
2.5984969957260113,3.2171588542695067,1.0
-3.5973809203920593,4.249631671030989,1.0
-4.371111067348048,4.0208290066475145,1.0
5.565293861909152,-1.9129071477215702,1.0
-0.4849362110978597,5.449433301564941,1.0
-4.183617141743195,0.732085603334919,1.0
1.9380806762487508,-4.773733267199084,1.0
1.8306122319435691,-4.185658310741913,1.0
0.01280937636962611,-5.940412076788464,1.0
-1.279848793561036,5.282130416394205,1.0
-5.218925339415304,0.1649429018813805,1.0
2.1029765563039677,4.96301197189769,1.0
1.8404582500193698,4.515272125335662,1.0
-4.365080717052244,1.8616092769723216,1.0
-0.4204994390948109,-5.856522594874917,1.0
-4.598943929613164,-0.7754040109542575,1.0
3.0909915888423614,-2.6675113715748564,1.0
2.3372161183934996,-4.194467141261595,1.0
5.471004352276353,1.1009579970410126,1.0
-4.814977968111482,-2.207606337404018,1.0
-4.584621074860682,-3.7522090043498464,1.0
4.090231179962449,-1.007151489654051,1.0
5.761140222196179,0.8471545433365415,1.0
-4.647512093324581,-0.9200094327945675,1.0
1.3869755251551026,4.749637255972076,1.0
4.583484868213165,1.6067883375079772,1.0
-3.6093038975519214,-2.211426328793728,1.0
0.6363468042580287,-4.450327894682983,1.0
0.8533916773084576,-5.417742711012102,1.0
3.972968642740997,0.7653484312749371,1.0
-3.558866468473978,2.3554994362708714,1.0
3.8930563499172353,1.1180416662507038,1.0
0.07760531130722843,5.714249159443251,1.0
1.838598601175058,4.901133766818532,1.0
0.9418512285911294,4.236422766667172,1.0
-2.9412209064959915,4.691867226574831,1.0
-1.0171485216606686,5.845770438961754,1.0
5.705056339537251,-1.3780096261466621,1.0
-3.5055850109546807,4.674680098945699,1.0
3.1601234033104797,-2.4776657402079114,1.0
2.17398482712857,4.699548207647801,1.0
0.3893447468435421,-4.496440117917928,1.0
4.752963624534808,1.928470409241015,1.0
-4.509736164499739,1.0748662300334089,1.0
4.304751613620819,0.14910350385388962,1.0
1.808057868189066,-4.542369976062388,1.0
4.750642313292011,-1.5275537105829193,1.0
5.83464323235354,1.3083308048404176,1.0
3.7369644838269664,-1.6493906522469017,1.0
0.6872074025074006,-4.550714996963322,1.0
-3.6042024356858384,4.420737361256252,1.0
4.4710790310463135,-2.8819043823738695,1.0
-1.6200756352199384,5.416262806240916,1.0
-4.479648902327535,2.8707728571522706,1.0
4.531099354965833,3.1510793708524174,1.0
-2.752014650172563,-4.157529407192348,1.0
4.333705298435032,0.8154391141378091,1.0
-5.594750156547281,0.5322193884988089,1.0
-2.0930233828789295,-4.689783020225735,1.0
1.8519657593935004,-3.857480100142752,1.0
3.2990217785453675,4.5371992806782036,1.0
0.1520577059115775,-5.915217731415876,1.0
-0.9059695063207205,-4.604037241652699,1.0
-4.2694485228482755,-1.6770817250901044,1.0
-3.588466620863102,-2.1114115850198223,1.0
4.476467425746126,2.8912442597500294,1.0
-4.777384461485743,-3.492622674451996,1.0
-3.1419700873877523,2.8944572991756052,1.0
3.3469541537096394,-3.6745028868572702,1.0
-1.6204994272604885,3.870968292868885,1.0
-3.6061183849672163,-1.883168233345832,1.0
-4.771830685026969,2.3723185514325436,1.0
4.0875504783542205,-4.023238748747638,1.0
-0.11503960976618792,4.673725487621517,1.0
5.06081197504021,2.7328160396721546,1.0
-0.03576233531055137,-4.233955166729223,1.0
-3.822166459133649,2.3291448245886057,1.0
-4.917352419525552,-3.0817091966484242,1.0
4.9482120749871115,0.8280608721148773,1.0
4.982008576090527,-1.5460467623418297,1.0
2.9292179673562244,-2.8343880052703128,1.0
-3.031332235745095,-2.9885112204925712,1.0
4.0880665972754535,0.43910699754429966,1.0
-4.184400728280369,4.0307453084509355,1.0
4.231755513244098,-0.5671361628420563,1.0
-2.38347293298714,-5.177025946677011,1.0
2.494804396692768,3.985650217073209,1.0
-5.430407885432789,1.3726090282489376,1.0
4.627162077457874,-0.9813740542743722,1.0
-4.4279483733065215,-0.9812424872799506,1.0
4.137342900479584,0.6450226745355592,1.0
-3.3295952325919997,-3.117737287882638,1.0
-0.6569831464222249,4.899104112579856,1.0
4.582721886575606,3.279036968035642,1.0
-4.02027374573061,2.8101098595687675,1.0
-5.545604908120239,-2.1363482176490116,1.0
5.0541566101926865,0.5432259264002179,1.0
-3.7743549812652173,-1.4682859701598656,1.0
-4.81877150287598,-0.33976165528716545,1.0
1.4649020318815777,-5.174434817040909,1.0
-3.962886846399478,2.0648884920598034,1.0
-5.0957374164747185,-1.7787283740915891,1.0
-0.25130076949545005,-5.001084753045458,1.0
3.2344821893672173,-2.439790791925399,1.0
-4.045657610080263,3.7974717451427766,1.0
-4.111661742592813,-3.0522601015033204,1.0
-1.4204152521845423,-3.9152952982963347,1.0
4.76859073431956,1.3293910088292071,1.0
1.4343979289395759,-4.343885068636549,1.0
-4.134191539426786,4.0098283581991945,1.0
-2.1955293766478867,-4.007894372719648,1.0
-5.79037396670036,1.0419503922480107,1.0
-1.502249849992776,-4.865635960220229,1.0
-0.746274546106366,-4.586915846907117,1.0
2.0197256462775393,5.252128194733053,1.0
-2.828184873545983,-4.594044571603197,1.0
2.870163545446948,-3.8821412834790707,1.0
0.4762749613083385,5.237626545769443,1.0
0.2856140323424438,-5.549824021872355,1.0
-3.803015069242065,-4.250012211708744,1.0
5.41040946841215,-1.5672241958306432,1.0
-0.2787164048687796,4.323179036377556,1.0
3.2007795689138163,4.664135503399276,1.0
-1.566544162396861,3.8075916004192285,1.0
-0.2199538766559351,4.394840657403042,1.0
0.2251431824688009,-5.241019830408232,1.0
-0.44801142868317945,-4.205589574422745,1.0
-2.5173728937258315,-4.557686750608694,1.0
0.967862088340591,4.513320895748293,1.0
3.1395024070669115,-3.7084708694491617,1.0
4.45898961460979,-1.2478451636422963,1.0
-4.058975534930098,-0.8168182240773992,1.0
-2.9557428835310477,-4.034694705639917,1.0
-5.927142846609049,-0.025774855225945914,1.0
-1.0932429261622958,5.107883018952392,1.0
-1.0358168843566022,4.48192702125995,1.0
-2.294093768777977,5.449075256153096,1.0
1.7353203983974503,4.452244568683378,1.0
4.402683540934886,-3.1181381201814413,1.0
3.3170684915869577,-4.0928300353602,1.0
-5.7351041265038365,1.409720030368012,1.0
-3.916389225780944,4.31758391918596,1.0
3.985102361616642,-1.6045699959248312,1.0
0.7204468911141171,4.108685744768922,1.0
-5.304292667847377,-1.8549499547038626,1.0
5.47258877587279,1.9507825045627833,1.0
1.8003803291700615,4.649548389872162,1.0
-4.272323529366579,-3.2723136450338823,1.0
-2.1699341451661773,-3.525263097230853,1.0
-3.8770005057009764,-2.163098087874452,1.0
2.934841431742398,-3.1410154210312724,1.0
5.197855716622891,-0.21550284180990442,1.0
0.3823123816247647,-4.37842021528663,1.0
-4.0209946917910155,0.8963643585853531,1.0
2.31725696157125,-3.978813097492829,1.0
3.8942744549651747,3.67484585143576,1.0
-2.0988767728813635,-4.709165723960021,1.0
-4.6305424136432265,-0.5359033630898795,1.0
2.4750063815008727,5.097916591209838,1.0
4.486863708728518,-0.7704922242667901,1.0
-2.3849297865526173,3.8408869307097224,1.0
-3.831468702915937,-3.3960522025741797,1.0
3.5829739110146264,-3.4246910785198392,1.0
-4.887625661511892,-0.205534470461921,1.0
3.231686486254775,2.8540933751569786,1.0
2.096877025407505,-4.549298508711509,1.0
-2.7288973170232387,3.600803425289508,1.0
4.757306580333664,-0.508067381301469,1.0
4.074169416271185,-3.6456512637706893,1.0
3.5546583804644456,-4.676008642293533,1.0
-3.4346505374778573,4.356654528878633,1.0
0.21546172113830947,-4.806440885578984,1.0
5.166945863329934,-0.44492009624922096,1.0
-5.4180452513302075,-0.904315578201682,1.0
-4.747029050661483,0.8829316548184047,1.0
4.700468997875184,0.4343692953256308,1.0
-1.3144518777720404,-4.063160345435483,1.0
3.447822284013991,-4.249825195538065,1.0
0.09069768040735092,5.676292629095463,1.0
-1.840709824756984,4.251827921582797,1.0
-5.566965163109819,-0.02368118009859423,1.0
4.694128789680407,2.284295021564699,1.0
4.708048522634282,2.9730039935393653,1.0
-4.242253899238196,2.2937902597880684,1.0
-0.38703677195384756,5.481505818066741,1.0
-4.001624199347451,2.68154217777399,1.0
-4.007118263826096,1.1809500016196532,1.0
5.044577547358636,-0.7576599759937284,1.0
4.610678557360379,-1.6842093781365937,1.0
2.877961616551605,3.4668729538714333,1.0
4.280296159256777,-3.8905453291565832,1.0
4.173235801913448,2.301317545329895,1.0
-4.073559855115036,-0.19557939588545106,1.0
2.453242060541249,4.084101630884508,1.0
-3.227052676810721,3.61927095635421,1.0
-0.23941826755448323,-5.718265534967105,1.0
-4.980259749026623,2.557091973780813,1.0
1.5410662742095436,-4.121228779737833,1.0
-1.1054348767753406,-5.5694130316042445,1.0
4.209000037232562,-1.5801980827330189,1.0
-4.576419524484221,-0.997500152015862,1.0
1.336739690071542,-3.9326615115101466,1.0
-1.8179002373154098,3.6868953094621113,1.0
-3.0344823272537407,4.420402804610316,1.0
-4.741063202073082,3.4214049891469056,1.0
-4.2251496794514525,2.647384053794766,1.0
4.532541989641331,3.4367920044348934,1.0
-5.547319279395911,-0.6689043228141733,1.0
4.373586448467392,3.0452901952272127,1.0
4.583850068104358,-3.8036441497237172,1.0
5.186553642426361,2.123367582369085,1.0
-4.324303876957302,1.4142362077405062,1.0
-1.206342906056996,5.4460204420754,1.0
3.0306542098620026,4.451611171892609,1.0
1.0126178900544143,-4.690991206988713,1.0
-0.9078003332939629,-4.053177702030636,1.0
2.693503663170434,3.5154787045478484,1.0
-3.7582405995235058,-4.144126794135847,1.0
1.1881327928772691,-4.337174752110718,1.0
0.8758308687105196,-5.931402046305834,1.0
4.507402410463283,2.9518827726970347,1.0
-1.9529890938640968,-4.553279968894806,1.0
-1.0891465898901587,-5.024175436753898,1.0
3.3829188675875526,-3.9777487916472123,1.0
-5.93030648186104,-0.299997347973467,1.0
-4.194944010741411,1.0463960612561596,1.0
4.436061739148377,-0.9881735587763626,1.0
1.5612819522314954,-5.1894058672086745,1.0
-4.1781509446419625,-1.6158310005676098,1.0
-2.7860060699860534,5.021509708511879,1.0
2.643697118442988,-3.877596690743165,1.0
-4.191813415548436,1.2053805383068505,1.0
3.42021448518315,2.252362314636816,1.0
-4.984195044099883,1.4512939797514273,1.0
3.918724362241243,-4.070930750483679,1.0
-4.309591841076784,1.451881060058021,1.0
5.81137972851617,0.5253686957831155,1.0
-4.216746533397005,-3.5551992759080986,1.0
4.121186393674232,-0.10800334843976739,1.0
2.109940364281527,-4.6927511974847285,1.0
-3.8036033009061163,-3.4495816931287817,1.0
3.7828532141493776,-2.2565009723897327,1.0
1.816058910782484,-4.301432302897073,1.0
-4.916378115604136,0.042032118271110704,1.0
-3.441568729514376,-2.2212824510645306,1.0
-0.5042097607048527,-4.269886059006547,1.0
2.464680070856985,-3.5576694805278715,1.0
