,x,y,class
0,2.3966656580411145,2.3732864884941924,0.0
1,1.6344287183871076,1.966483086958597,0.0
2,2.2405071654416986,1.4340199865692753,0.0
3,1.7093791255436421,1.9804170263926857,0.0
4,2.3448013499081055,1.7454764705195975,0.0
5,1.8689613372723906,2.274737986476182,0.0
6,2.167183725491515,1.7356952297906252,0.0
7,2.4646488413239998,1.7969932195566305,0.0
8,1.4888989469800042,2.021526201776123,0.0
9,2.0440575741112648,1.9716901347286733,0.0
10,2.473218393922499,1.7356954601495562,0.0
11,2.2337364917876297,2.4541774631930386,0.0
12,2.649782407612688,1.6804162932497577,0.0
13,1.8511255801243593,1.079237951700538,0.0
14,2.3255631396907153,1.4829936563630972,0.0
15,2.2155320573292427,2.0643617462667074,0.0
16,2.0151764872546285,1.9771494307180926,0.0
17,1.696304132591011,1.5042520021473609,0.0
18,2.0671197088843933,1.4422675369893292,0.0
19,2.5801280305549996,2.00193339807937,0.0
20,2.3749642431809783,2.433055973211316,0.0
21,2.146524823822007,2.13163680035959,0.0
22,1.8518248268967208,1.751145866075756,0.0
23,1.5777462444617045,2.1336881831937617,0.0
24,1.940291045131897,1.751070642331165,0.0
25,1.7273038682834443,1.3146150695479457,0.0
26,1.8932270631070987,2.092014269376176,0.0
27,2.330788380799944,2.0715492732451994,0.0
28,2.3675723174349015,2.2794032296928974,0.0
29,2.3261532674994085,2.221488284687618,0.0
30,2.163246268004367,1.9917849359434936,0.0
31,1.841061093823063,2.2294550508194004,0.0
32,2.1316994050554747,1.7504818719525141,0.0
33,1.4819875816496415,1.5767428433109347,0.0
34,2.331213816590334,1.4605163603488172,0.0
35,1.6701971248855427,1.7905523535729744,0.0
36,2.4002409647119536,2.1820705849062074,0.0
37,1.8099366073478542,2.255056104773987,0.0
38,2.669934267303579,1.7447295558463316,0.0
39,1.92084260856012,2.131510095050946,0.0
40,1.9652908408874177,2.187453921593174,0.0
41,2.2287200689730255,2.262183517905063,0.0
42,1.597440164339049,2.1142060517431696,0.0
43,2.0655799276372355,1.7109647029460615,0.0
44,1.6984150785290795,1.9684005955471253,0.0
45,2.2030552258862777,1.6848546736324044,0.0
46,2.1499269120837403,1.6348043572721755,0.0
47,2.067299060954125,2.441303235893974,0.0
48,2.3708546986562853,2.2001175058400353,0.0
49,2.0430491100943953,2.007721576535684,0.0
50,1.3415700632072078,1.723658004140523,0.0
51,1.7740351086993666,1.8387726156266506,0.0
52,1.7121255325506006,1.9888863390349245,0.0
53,2.199015766721554,2.2704801502865166,0.0
54,1.9392920134025688,2.187288696554581,0.0
55,1.8070912818710028,1.998495537750499,0.0
56,1.7559642407741658,2.251504770284532,0.0
57,1.8975147698180455,1.8030290838067071,0.0
58,2.1265520189784004,2.548582501197149,0.0
59,2.266852004999918,2.173670575204102,0.0
60,2.011251890114057,1.3046650768049315,0.0
61,1.8671363405425676,1.8242439042247987,0.0
62,2.0117754146306575,1.8978867759397748,0.0
63,1.6366701128944436,2.516358209597745,0.0
64,1.8626231608780484,1.9878906422374574,0.0
65,2.428583887264125,1.9998283895250877,0.0
66,2.3216613286048706,2.2951175293323973,0.0
67,2.6709390035707283,2.351138150356525,0.0
68,1.7800394412449558,1.38348308672385,0.0
69,2.7800728055177815,2.179722496854148,0.0
70,1.8479446270996798,1.608256854756684,0.0
71,1.8040542770999686,1.9690000972660227,0.0
72,2.0890992844595666,1.9004929454445547,0.0
73,2.1473910942329373,2.271213594605292,0.0
74,2.058272128161786,2.8869196300091007,0.0
75,1.9767275847922414,1.5245722882245372,0.0
76,2.618547911161298,2.1491289044327306,0.0
77,1.640616948145581,2.379699092534476,0.0
78,1.671035216850119,1.945392967214125,0.0
79,2.0638513799711258,1.8086288220464422,0.0
80,1.9708082075712903,2.5292605330773803,0.0
81,2.0152740347330607,1.8939435345505258,0.0
82,2.6953644573155744,1.8828605966513787,0.0
83,2.5015037360046506,2.024577095091589,0.0
84,2.192980318144324,1.8511864450931015,0.0
85,1.7702403560454019,2.1920301422816344,0.0
86,2.076531025996585,1.6540158816161155,0.0
87,1.4774512947772238,1.7838154258299228,0.0
88,1.7453471476611992,1.879254200645894,0.0
89,2.224924915641509,2.222797700749231,0.0
90,1.7181577224686633,2.2008319859732217,0.0
91,1.8157822318305987,2.4304353008004083,0.0
92,2.067264615056791,1.908031179097224,0.0
93,1.1187608767221824,2.1103731906105088,0.0
94,2.0637887203610132,2.380446287600325,0.0
95,2.0940563825908107,2.0196358130597902,0.0
96,2.1703477876902566,2.2503706373473835,0.0
97,2.504798060302147,1.6653045785620864,0.0
98,1.8451140362733713,2.254297300646955,0.0
99,1.9382435532859468,2.0715713794870756,0.0
100,1.764216399038551,1.8609237125917413,0.0
101,1.8137345620292267,1.6562736772486604,0.0
102,1.7833086796149418,1.994374747670059,0.0
103,1.784198838685927,2.1616148177227767,0.0
104,1.4117394226268656,2.076460396878194,0.0
105,1.6574874628074254,1.9725268531899203,0.0
106,2.2387629971202596,2.3205436762701024,0.0
107,1.8979449921752127,2.3255640414673646,0.0
108,1.8523549453776238,1.7481774781583985,0.0
109,1.8695114320156383,1.9457090818352374,0.0
110,2.094137390583451,1.8822707955862727,0.0
111,1.6018507878483845,2.0435281372429017,0.0
112,2.2731859655362405,1.982387462958519,0.0
113,1.3761541598902411,2.2059410225870177,0.0
114,2.3053362066787626,1.6874696286239255,0.0
115,2.128002367856259,2.088902232102714,0.0
116,1.3822760405397503,2.8852387059033893,0.0
117,2.025969946478622,1.4224795582553158,0.0
118,2.119990618578068,1.9569928744587957,0.0
119,1.6417479469477942,1.6440879285420313,0.0
120,1.9803210540497453,2.055999672477456,0.0
121,1.5449794443430447,2.2878390337756236,0.0
122,2.26036300610292,2.095234464635938,0.0
123,2.2112106514688072,2.436002950444197,0.0
124,1.9957510962948413,2.17011914299956,0.0
125,1.2345988023578922,2.392864676670856,0.0
126,1.9822686140071486,2.039989916867581,0.0
127,1.946521010251922,1.7101129796439365,0.0
128,1.7983606647605175,2.107929545769114,0.0
129,1.5626791802518736,2.0480834640563703,0.0
130,1.7475417847328885,2.0621520703356273,0.0
131,1.852271570650404,2.2548911241022336,0.0
132,1.9683622615595202,1.78370880801654,0.0
133,2.1976119616611625,2.0356807950397813,0.0
134,2.1883278209737913,1.773652200780363,0.0
135,2.0608117335019234,2.2622965065835277,0.0
136,1.6914150615393357,1.7995494822755806,0.0
137,2.0599578488840704,2.1015018632193248,0.0
138,2.197153650382835,1.643260648372549,0.0
139,2.207143466300516,1.9937827736580984,0.0
140,2.287685487359293,2.108029068496861,0.0
141,1.3033798361535935,2.3247165031178305,0.0
142,1.5670539165298347,2.1317256423421145,0.0
143,1.8820683371611195,2.200194683367437,0.0
144,2.2351480750396835,1.9421135830131437,0.0
145,2.2529323850125005,1.9864574283334857,0.0
146,1.8117513953945588,1.8627208744003552,0.0
147,2.624061600262746,2.080610622965221,0.0
148,1.4412950743609882,2.1624239226400452,0.0
149,1.9024438463335618,2.168109874820714,0.0
150,2.2075579738165163,2.1390269400183017,0.0
151,1.8606598427755572,2.3893419070542947,0.0
152,1.7183250473263478,1.930727128915993,0.0
153,2.36370164696523,2.513653108040602,0.0
154,1.9608318391531063,2.074528296077483,0.0
155,2.063692701894884,1.778395089001039,0.0
156,2.360386374656066,2.0991295000773036,0.0
157,1.7601706046250591,1.982658271497572,0.0
158,2.0608605141229877,1.9908251633226086,0.0
159,1.8754054476393334,2.2823880390263214,0.0
160,1.6404864831293364,1.8204553298237962,0.0
161,2.3204404818475535,1.7058934927714544,0.0
162,2.161695393294158,2.062106236305609,0.0
163,2.0853852303579443,1.8034934253629595,0.0
164,2.0247645731791,2.0396052441930106,0.0
165,2.4218602205342084,2.237006563027041,0.0
166,1.2258922235251233,1.5893288128765308,0.0
167,1.9136007251350353,2.2814145194792137,0.0
168,1.563754701677845,2.1454194061382164,0.0
169,2.072724478827712,2.0730019075056436,0.0
170,2.36713950086788,1.5707884408213555,0.0
171,1.7446315029977788,1.6798153399523459,0.0
172,2.457976174346059,1.7728735569524474,0.0
173,2.110835296446082,1.8574968422073252,0.0
174,2.2345208812239554,2.0242307510269453,0.0
175,2.242275869751138,2.38870434630483,0.0
176,2.1185728433575455,2.159024879368882,0.0
177,1.7191134515500681,1.8726095543203978,0.0
178,1.7825840880735744,1.8197760297627212,0.0
179,1.9901596012035145,2.413096145681121,0.0
180,1.8585160236356626,2.1242032875075636,0.0
181,2.169130602724822,2.3083284488079086,0.0
182,1.3196218037834253,1.752541584686334,0.0
183,2.1027961964268496,2.0771332241530613,0.0
184,1.9706098280138182,1.7870930019469091,0.0
185,1.9279266159146022,1.954399202016753,0.0
186,1.9711088986522411,1.8131328697839117,0.0
187,1.3416840678657378,1.9579705591338759,0.0
188,2.2082828509770436,1.941708208451601,0.0
189,2.0087364197413686,1.589565072939808,0.0
190,2.7359106348760696,1.65080223255028,0.0
191,2.2156379538305546,2.129247109550585,0.0
192,2.064017386614443,2.0401720817250024,0.0
193,1.6737631430071702,1.7564986996120668,0.0
194,1.7337974396176352,1.841516437974632,0.0
195,1.7179085630864526,2.138840188543757,0.0
196,2.576635617454581,2.3939710678138377,0.0
197,1.7519908407530607,2.2499525851182285,0.0
